Id	LST	M3	M3_abs
TCGA-VP-A879	2	0.0260431322507671	2.60431322507671
TCGA-VP-A87B	10	0	0
TCGA-VP-A87C	7	0	0
TCGA-VP-A87D	12	0	0
TCGA-VP-A87E	0	0.374711222793208	37.4711222793208
TCGA-VP-A87H	10	0	0
TCGA-VP-A87J	3	0	0
TCGA-VP-A87K	21	0.0486629494561259	4.86629494561259
TCGA-VP-AA1N	17	NA	NA
TCGA-WW-A8ZI	4	0	0
TCGA-X4-A8KQ	7	NA	NA
TCGA-XA-A8JR	6	0.292597278738021	29.2597278738021
TCGA-XJ-A83F	9	NA	NA
TCGA-XJ-A83G	19	0.0360236356261196	3.60236356261196
TCGA-XJ-A83H	8	0	0
TCGA-XJ-A9DK	4	0	0
TCGA-XJ-A9DQ	2	NA	NA
TCGA-XJ-A9DX	10	NA	NA
TCGA-XK-AAIR	4	NA	NA
TCGA-XK-AAIV	7	NA	NA
TCGA-XK-AAIW	2	NA	NA
TCGA-XK-AAJ3	7	NA	NA
TCGA-XK-AAJA	7	NA	NA
TCGA-XK-AAJP	12	NA	NA
TCGA-XK-AAJR	10	NA	NA
TCGA-XK-AAJT	17	NA	NA
TCGA-XK-AAK1	10	NA	NA
TCGA-XQ-A8TA	33	0.520746846304359	52.0746846304359
TCGA-XQ-A8TB	18	0	0
TCGA-Y6-A8TL	7	0.120259313218687	12.0259313218687
TCGA-Y6-A9XI	11	NA	NA
TCGA-YJ-A8SW	13	0	0
TCGA-YL-A8HJ	3	0	0
TCGA-YL-A8HK	12	0	0
TCGA-YL-A8HL	7	0	0
TCGA-YL-A8HM	18	0	0
TCGA-YL-A8S8	19	0	0
TCGA-YL-A8S9	4	0	0
TCGA-YL-A8SA	10	0	0
TCGA-YL-A8SB	4	0.125573593380799	12.5573593380799
TCGA-YL-A8SC	3	0	0
TCGA-YL-A8SF	10	0	0
TCGA-YL-A8SH	7	0.153111552189608	15.3111552189608
TCGA-YL-A8SI	4	NA	NA
TCGA-YL-A8SJ	6	0	0
TCGA-YL-A8SK	14	0	0
TCGA-YL-A8SL	16	0.126012630595073	12.6012630595073
TCGA-YL-A8SO	14	0.139332294632561	13.9332294632561
TCGA-YL-A8SP	9	0	0
TCGA-YL-A8SQ	14	0	0
TCGA-YL-A8SR	9	0.0183082111513805	1.83082111513805
TCGA-YL-A9WH	15	0	0
TCGA-YL-A9WI	14	0.291225395153233	29.1225395153233
TCGA-YL-A9WJ	8	0.310592495369041	31.0592495369041
TCGA-YL-A9WK	5	NA	NA
TCGA-YL-A9WL	15	NA	NA
TCGA-YL-A9WX	9	NA	NA
TCGA-YL-A9WY	15	NA	NA
TCGA-ZG-A8QW	19	0.0145136213572002	1.45136213572002
TCGA-ZG-A8QX	11	0	0
TCGA-ZG-A8QY	17	0	0
TCGA-ZG-A8QZ	8	0	0
TCGA-ZG-A9KY	6	NA	NA
TCGA-ZG-A9L0	13	NA	NA
TCGA-ZG-A9L1	10	NA	NA
TCGA-ZG-A9L2	7	NA	NA
TCGA-ZG-A9L4	8	NA	NA
TCGA-ZG-A9L5	15	NA	NA
TCGA-ZG-A9L6	7	NA	NA
TCGA-ZG-A9L9	22	NA	NA
TCGA-ZG-A9LB	8	NA	NA
TCGA-ZG-A9LM	7	NA	NA
TCGA-ZG-A9LN	4	NA	NA
TCGA-ZG-A9LS	27	NA	NA
TCGA-ZG-A9LU	26	NA	NA
TCGA-ZG-A9LY	12	NA	NA
TCGA-ZG-A9LZ	12	NA	NA
TCGA-ZG-A9M4	18	NA	NA
TCGA-ZG-A9MC	9	NA	NA
TCGA-ZG-A9N3	17	NA	NA
TCGA-ZG-A9ND	11	NA	NA
TCGA-ZG-A9NI	28	NA	NA
TCGA-D8-A1X7	NA	0.063354724	6.3354724
TCGA-AR-A0TU	NA	0.382064404	38.2064404
TCGA-D8-A27E	NA	0.306762097	30.6762097
TCGA-E2-A1IK	NA	0	0
TCGA-MS-A51U	NA	0	0
TCGA-AC-A2FB	NA	0.01336735	1.336735
TCGA-EW-A1P7	NA	0.30851278	30.851278
TCGA-BH-A1FR	NA	0	0
TCGA-A2-A0CL	NA	0	0
TCGA-BH-A0DV	NA	0	0
TCGA-BH-A1F0	NA	0	0
TCGA-OL-A66I	NA	0.083205046	8.3205046
TCGA-AC-A3YJ	NA	0	0
TCGA-A7-A26I	NA	0.081017996	8.1017996
TCGA-E2-A154	NA	0	0
TCGA-E2-A1LS	NA	0.160495628	16.0495628
TCGA-E2-A1B5	NA	0	0
TCGA-A8-A07F	NA	0	0
TCGA-BH-A18P	NA	0	0
TCGA-E2-A1B6	NA	0	0
TCGA-D8-A1JH	NA	0	0
TCGA-E2-A108	NA	0.244485821	24.4485821
TCGA-B6-A0RT	NA	0	0
TCGA-A2-A0ST	NA	0.313634976	31.3634976
TCGA-B6-A0X4	NA	0	0
TCGA-BH-A1FH	NA	0	0
TCGA-A2-A0CZ	NA	0	0
TCGA-E9-A5FK	NA	0.111954173	11.1954173
TCGA-E9-A1QZ	NA	0	0
TCGA-AR-A24O	NA	0	0
TCGA-AR-A1AW	NA	0	0
TCGA-B6-A0IH	NA	0	0
TCGA-A2-A0ES	NA	0	0
TCGA-E2-A1B1	NA	0.220557972	22.0557972
TCGA-LL-A441	NA	0.393744571	39.3744571
TCGA-AR-A252	NA	0	0
TCGA-A7-A4SC	NA	0	0
TCGA-A8-A08H	NA	0	0
TCGA-AO-A1KO	NA	0.066926487	6.6926487
TCGA-AR-A24T	NA	0	0
TCGA-AR-A1AO	NA	0	0
TCGA-C8-A133	NA	0	0
TCGA-A2-A0EP	NA	0	0
TCGA-AO-A12E	NA	0.145113004	14.5113004
TCGA-A2-A3XY	NA	0	0
TCGA-E2-A159	NA	0	0
TCGA-A7-A0DC	NA	0	0
TCGA-B6-A3ZX	NA	0	0
TCGA-B6-A0RQ	NA	0	0
TCGA-AR-A5QM	NA	0	0
TCGA-OL-A5RV	NA	0	0
TCGA-A1-A0SB	NA	0	0
TCGA-E9-A245	NA	0	0
TCGA-C8-A12V	NA	0	0
TCGA-A1-A0SQ	NA	0	0
TCGA-AR-A1AX	NA	0	0
TCGA-GM-A2DO	NA	0.090444979	9.0444979
TCGA-GM-A2DI	NA	0	0
TCGA-A8-A0A7	NA	0	0
TCGA-AC-A3W6	NA	0.064216584	6.4216584
TCGA-LL-A5YO	NA	0.346657756	34.6657756
TCGA-BH-A18T	NA	0.322429848	32.2429848
TCGA-OK-A5Q2	NA	0	0
TCGA-A2-A0T1	NA	0	0
TCGA-D8-A4Z1	NA	0	0
TCGA-AC-A3YI	NA	0	0
TCGA-BH-A0RX	NA	0	0
TCGA-BH-A0H5	NA	0.114077197	11.4077197
TCGA-AR-A1AT	NA	0.344947952	34.4947952
TCGA-A2-A25F	NA	0	0
TCGA-A8-A07C	NA	0.478260552	47.8260552
TCGA-D8-A1XC	NA	0	0
TCGA-AR-A24N	NA	0	0
TCGA-BH-A0BZ	NA	0.59546444	59.546444
TCGA-24-2038	NA	0	0
TCGA-25-1324	NA	0.171892273448235	17.1892273448235
TCGA-25-1328	NA	0	0
TCGA-04-1364	NA	0.117075771987096	11.7075771987096
TCGA-25-1326	NA	0.66756177591119	66.756177591119
TCGA-HC-8265	NA	0	0
TCGA-CH-5789	NA	0	0
TCGA-KC-A7FE	NA	0	0
TCGA-VN-A88I	NA	0.0288528961300036	2.88528961300036
TCGA-EJ-5502	NA	0	0
TCGA-G9-7523	NA	0	0
TCGA-CH-5763	NA	0.221075033213619	22.1075033213619
TCGA-YL-A8HO	NA	0.0924573986377333	9.24573986377333
TCGA-EJ-A8FU	NA	0.012021055082622	1.2021055082622
TCGA-HC-7750	NA	0	0
TCGA-EJ-5503	NA	0	0
TCGA-EJ-8474	NA	0	0
TCGA-XJ-A9DI	NA	0	0
TCGA-CH-5748	NA	0	0
